CÓDIGO;EAN;DESCRIPCION;Unidades / Caja;Unidades / Embalaje;Pedido Minimo; TARIFA 2025 ;DTO 1;DTO CUSTAB;NETO CUSTAB;NETO UDS CUSTAB;NETO PROMO CUSTAB;NPC UDS;DTO PARTNER;NETO PARTNER;NETO UDS PARTNER;NETO PROMO CUSTAB;NPP UDS; DTO PROMO Q;PROMO X FAMILIA;FAMILIA PRODUCTO;CORE/STRATEGIC
524216;3086123764460;CRISTAL 1.6 BOX5 BLACK EU;5;10;10;2,53;25%;14%;1,632 €;0,326 €;;;14%;1,632 €;0,326 €;;;;;;CORE
951625;3086123651661;ST CRISTAL LARGE B50 RED EU;50;20;1;13,26;25%;14%;8,553 €;0,171 €;;;14%;8,553 €;0,171 €;;;;;;CORE
8308541;3086121601231;ORANGE FINE POUCH4 ASS EU;4;100;10;1,99;25%;14%;1,284 €;0,321 €;;;14%;1,284 €;0,321 €;;;;;;CORE
516337;3086123734593;ORANGE FINE BOX04 AST EU;4;120;10;1,99;25%;14%;1,284 €;0,321 €;;;14%;1,284 €;0,321 €;;;;;;CORE
8308531;3086121601224;ORANGE FINE POUCH4 BLACK EU;4;100;10;1,99;25%;14%;1,284 €;0,321 €;;;14%;1,284 €;0,321 €;;;;;;CORE
516835;3086123737228;ORANGE FINE BOX04 BLACK EU;4;120;10;1,99;25%;14%;1,284 €;0,321 €;;;14%;1,284 €;0,321 €;;;;;;CORE
8099221;3086121101113;ORANGE FINE BCL B20 BLUE EU;20;50;1;5,21;25%;14%;3,360 €;0,168 €;;;14%;3,360 €;0,168 €;;;;;;CORE
1199110111;3086121101113;ORANGE FINE BOX 20 BLUE EU;20;50;1;5,21;25%;14%;3,360 €;0,168 €;;;14%;3,360 €;0,168 €;;;;;;CORE
1199110114;3086121101144;ORANGE FINE BOX 20 BLACK EU;20;50;1;5,21;25%;14%;3,360 €;0,168 €;;;14%;3,360 €;0,168 €;;;;;;CORE
8099231;3086121101144;ORANGE FINE BCL B20 BLACK. EU;20;50;1;5,21;25%;14%;3,360 €;0,168 €;;;14%;3,360 €;0,168 €;;;;;;CORE
8099241;3086121101120;ORANGE FINE BCL B20 RED EU;20;50;1;5,21;25%;14%;3,360 €;0,168 €;;;14%;3,360 €;0,168 €;;;;;;CORE
1199110113;3086121101137;ORANGE FINE BOX 20 GREEN EU;20;50;1;5,21;25%;14%;3,360 €;0,168 €;;;14%;3,360 €;0,168 €;;;;;;CORE
893270;3086123256958;REF CRISTAL MED 1MM B50 BLU EU;50;20;1;8,13;25%;5%;5,793 €;0,116 €;;;9%;5,549 €;0,111 €;;;;;;STRATEGIC
893271;3086123256965;REF CRISTAL MED 1MM B50 BLK EU;50;20;1;8,13;25%;5%;5,793 €;0,116 €;;;9%;5,549 €;0,111 €;;;;;;STRATEGIC
893272;3086123256972;REF CRISTAL MED 1MM B50 RED EU;50;20;1;8,13;25%;5%;5,793 €;0,116 €;;;9%;5,549 €;0,111 €;;;;;;STRATEGIC
893273;3086123256989;REF CRISTAL MED 1MM B50 GRN EU;50;20;1;8,13;25%;5%;5,793 €;0,116 €;;;9%;5,549 €;0,111 €;;;;;;STRATEGIC
920286;3086123344525;ATLANTIS NF 30+6 BLUE VP EU;36;15;1;27,16;25%;5%;19,352 €;0,538 €;;;9%;18,537 €;0,515 €;;;;;;STRATEGIC
920287;3086123344532;ATLANTIS NF 30+6 BLK VP EU;36;15;1;27,16;25%;5%;19,352 €;0,538 €;;;9%;18,537 €;0,515 €;;;;;;STRATEGIC
8871311;70330136700;ATLANTIS REFRSH BLU B12 BCL EU;12;18;1;10,85;25%;5%;7,731 €;0,644 €;5,566 €;0,464 €;9%;7,405 €;0,617 €;5,332 €;0,444 €;28%;PROMO 28% ADICIONAL;ATLANTIS;STRATEGIC
8871321;70330136717;ATLANTIS REFRSH BLK B12 BCL EU;12;18;1;10,85;25%;5%;7,731 €;0,644 €;5,566 €;0,464 €;9%;7,405 €;0,617 €;5,332 €;0,444 €;28%;PROMO 28% ADICIONAL;ATLANTIS;STRATEGIC
8871331;70330136724;ATLANTIS REFRSH RED B12 BCL EU;12;18;1;10,85;25%;5%;7,731 €;0,644 €;5,566 €;0,464 €;9%;7,405 €;0,617 €;5,332 €;0,444 €;28%;PROMO 28% ADICIONAL;ATLANTIS;STRATEGIC
8871341;70330136854;ATLANTIS REFRSH GRN B12 BCL EU;12;18;1;10,85;25%;5%;7,731 €;0,644 €;;;9%;7,405 €;0,617 €;;;;;;STRATEGIC
8031246;70330136663;ATLANTIS 1.0 EG BLU BL1 EU;1;20;20;2,14;25%;5%;1,525 €;1,525 €;;;9%;1,461 €;1,461 €;;;;;;STRATEGIC
8031256;70330136670;ATLANTIS 1.0 EG BLK BL1 EU;1;20;20;2,14;25%;5%;1,525 €;1,525 €;;;9%;1,461 €;1,461 €;;;;;;STRATEGIC
9021322;3086123307575;ATLANTIS XS1.0 BLU BX12 BCL EU;12;18;1;12,61;25%;5%;8,985 €;0,749 €;6,469 €;0,539 €;9%;8,606 €;0,717 €;6,197 €;0,516 €;28%;PROMO 28% ADICIONAL;ATLANTIS;STRATEGIC
9021332;3086123307582;ATLANTIS XS1.0 BLK BX12 BCL EU;12;18;1;12,61;25%;5%;8,985 €;0,749 €;;;9%;8,606 €;0,717 €;;;;;;STRATEGIC
893677;3086123259430;REF ATLANTIS 1MM NF BL2 BLU EU;2;20;20;0,97;25%;5%;0,691 €;0,346 €;;;9%;0,662 €;0,331 €;;;;;;STRATEGIC
8924091;3086129900022;ATLANT SOFT REFILL BLUE BL2 EU;2;20;20;0,97;25%;5%;0,691 €;0,346 €;;;9%;0,662 €;0,331 €;;;;;;STRATEGIC
8924101;3086129900015;ATLANT SOFT REFILL BLCK BL2 EU;2;20;20;0,97;25%;5%;0,691 €;0,346 €;;;9%;0,662 €;0,331 €;;;;;;STRATEGIC
919243;3086123342606;BU3 GRIP BLACK BL4 EU;4;20;20;2,92;25%;5%;2,081 €;0,520 €;;;9%;1,993 €;0,498 €;;;;;;STRATEGIC
922577;3086123360396;BU3 GRIP BLUE BL4 EU;4;10;10;2,92;25%;5%;2,081 €;0,520 €;;;9%;1,993 €;0,498 €;;;;;;STRATEGIC
999895;3086123637429;ST BU3 GRIP ASSORTED P10 EU;10;10;10;6,54;25%;5%;4,660 €;0,466 €;;;9%;4,464 €;0,446 €;;;;;;STRATEGIC
982882;3086123657212;RD STICCLIC BLACK BL5 OUT20 EU;5;20;20;2,83;25%;5%;2,016 €;0,403 €;;;9%;1,931 €;0,386 €;;;;;;STRATEGIC
802063;70330128057;M10 MEDIUM BLISTER 2 BLACK INT;2;20;20;1,95;25%;5%;1,389 €;0,695 €;;;9%;1,331 €;0,665 €;;;;;;STRATEGIC
802064;3086121601415;M10 MEDIUM BLISTER 2 BLUE INT;2;20;20;1,95;25%;5%;1,389 €;0,695 €;;;9%;1,331 €;0,665 €;;;;;;STRATEGIC
802070;70330128071;M10 MEDIUM BLISTER 4 AST INT;4;20;20;3,90;25%;5%;2,779 €;0,695 €;;;9%;2,662 €;0,665 €;;;;;;STRATEGIC
802073;70330130661;M10 MEDIUM BLISTER 10 BLUE INT;10;20;20;7,98;25%;5%;5,686 €;0,569 €;;;9%;5,446 €;0,545 €;;;;;;STRATEGIC
942917;3086123278264;M10 CLIC MED VP 90+10 BLACK EU;100;14;1;41,82;25%;5%;29,797 €;0,298 €;;;9%;28,542 €;0,285 €;;;;;;STRATEGIC
8753951;5410168120918;M10 MEDIUM TUBO 50 AST C&C EU;50;10;10;31,54;25%;5%;22,472 €;0,449 €;;;9%;21,526 €;0,431 €;;;;;;STRATEGIC
8753981;5410168120994;M10 MEDIUM TUBO 50 BLK C&C EU;50;10;10;31,54;25%;5%;22,472 €;0,449 €;;;9%;21,526 €;0,431 €;;;;;;STRATEGIC
8753991;5410168120963;M10 MEDIUM TUBO 50 BLUE C&C EU;50;10;10;31,54;25%;5%;22,472 €;0,449 €;;;9%;21,526 €;0,431 €;;;;;;STRATEGIC
1199190121;3086121901218;M10 MEDIUM BOX50 BLUE EU;50;20;1;24,04;25%;5%;17,129 €;0,343 €;;;9%;16,407 €;0,328 €;;;;;;STRATEGIC
1199190123;3086121901232;M10 MEDIUM BOX50 RED EU;50;20;1;24,04;25%;5%;17,129 €;0,343 €;;;9%;16,407 €;0,328 €;;;;;;STRATEGIC
1199190124;3086121901249;M10 MEDIUM BOX50 GREEN EU;50;20;1;24,04;25%;5%;17,129 €;0,343 €;;;9%;16,407 €;0,328 €;;;;;;STRATEGIC
924012;3086123281080;RNDSTIC SIMP1.0 BLK HD PO8 EU;8;144;6;2,95;25%;5%;2,102 €;0,263 €;;;9%;2,013 €;0,252 €;;;;;;STRATEGIC
929071;3086123395978;RND STIC SIMP ASS PO6 EE;6;20;20;2,22;25%;5%;1,582 €;0,264 €;;;9%;1,515 €;0,253 €;;;;;;STRATEGIC
9021522;3086123307773;ROUND STIC SIMPLY BLUE PO3 EE;3;10;10;1,11;25%;5%;0,791 €;0,264 €;;;9%;0,758 €;0,253 €;;;;;;STRATEGIC
9240111;3086123281097;RND STIC SIMPLY 1.0 BLU PO8 EU;8;144;6;2,95;25%;5%;2,102 €;0,263 €;;;9%;2,013 €;0,252 €;;;;;;STRATEGIC
918543;3086123340879;ROUNDSTIC EXACT BLU BCL B20 EE;20;18;1;;25%;5%;0,000 €;0,000 €;;;9%;0,000 €;0,000 €;;;;;;STRATEGIC
932857;3086123408067;ROUND STIC EXACT BLUE BL4 EE;4;20;20;2,43;25%;5%;1,731 €;0,433 €;;;9%;1,658 €;0,415 €;;;;;;STRATEGIC
932858;3086123408074;ROUND STIC EXACT AST BL4 EE;4;20;20;2,41;25%;5%;1,717 €;0,429 €;;;9%;1,645 €;0,411 €;;;;;;STRATEGIC
932862;3086123408111;ROUND STIC EXACT BLUE BL6+2 EE;8;20;20;;25%;5%;0,000 €;0,000 €;;;9%;0,000 €;0,000 €;;;;;;STRATEGIC
837397;70330914360;SOFT FEEL CLIC GRIP B12 BLK EU;12;18;1;8,43;25%;5%;6,006 €;0,501 €;3,003 €;0,250 €;9%;5,753 €;0,479 €;2,877 €;0,240 €;50%;PROMO 50% ADICIONAL;SOFTFEEL;STRATEGIC
837398;70330914346;SOFT FEEL CLIC GRIP B12 BLU EU;12;18;1;8,43;25%;5%;6,006 €;0,501 €;3,003 €;0,250 €;9%;5,753 €;0,479 €;2,877 €;0,240 €;50%;PROMO 50% ADICIONAL;SOFTFEEL;STRATEGIC
837399;70330914384;SOFT FEEL CLIC GRIP B12 RED EU;12;18;1;8,43;25%;5%;6,006 €;0,501 €;;;9%;5,753 €;0,479 €;;;;;;STRATEGIC
875451;3086126698908;SF CLIC GRIP BL15 BLK C+C EU;15;10;10;13,04;25%;5%;9,291 €;0,619 €;;;9%;8,900 €;0,593 €;;;;;;STRATEGIC
922580;3086123360426;SOFT FEEL CLIC BLUE BL4 EU;4;10;10;4,20;25%;5%;2,993 €;0,748 €;;;9%;2,867 €;0,717 €;;;;;;STRATEGIC
8373962;70330133723;SOFT FEEL CLIC GRIP BL3 BLU EU;3;20;20;3,16;25%;5%;2,252 €;0,751 €;;;9%;2,157 €;0,719 €;;;;;;STRATEGIC
8373961;70330133723;SOFT FEEL CLIC GRIP BL3 BLU EU;3;20;20;3,16;25%;5%;2,252 €;0,751 €;;;9%;2,157 €;0,719 €;;;;;;STRATEGIC
501036;3086123669628;ST CDISPLAY CRISTAL RENEW21 SP;113;1;1;128,92;25%;5%;91,856 €;0,813 €;73,484 €;0,650 €;9%;87,988 €;0,779 €;70,390 €;0,623 €;20%;PROMO 20% ADICIONAL;EXPOSITOR RENEW;STRATEGIC
514845;3086123726031;ST RENEW OXFORD PACK 23 PT SP;3;10;10;25,83;25%;5%;18,404 €;6,135 €;;;9%;17,629 €;5,876 €;;;;;;STRATEGIC
515483;3086123730076;ST RENEW OXF PASTEL PACK PT SP;3;10;10;25,83;25%;5%;18,404 €;6,135 €;;;9%;17,629 €;5,876 €;;;;;;STRATEGIC
990126;3086123660182;CRISTAL METAL DISPLAY EU;63;1;1;128,92;25%;5%;91,856 €;1,458 €;;;9%;87,988 €;1,397 €;;;;;;STRATEGIC
997201;3086123640122;PACK CRISTL METL BLK+2REFIL EU;3;60;10;6,14;25%;5%;4,375 €;1,458 €;3,500 €;1,167 €;9%;4,191 €;1,397 €;3,352 €;1,117 €;20%;PROMO 20% ADICIONAL;CRISTAL RENEW;STRATEGIC
997202;3086123640139;PACK CRISTL METL BLU+2REFIL EU;3;60;10;6,14;25%;5%;4,375 €;1,458 €;3,500 €;1,167 €;9%;4,191 €;1,397 €;3,352 €;1,117 €;20%;PROMO 20% ADICIONAL;CRISTAL RENEW;STRATEGIC
503838;3086123681446;CRISTAL RENEW REF BLUE PK3 EU;3;10;10;1,16;25%;5%;0,827 €;0,276 €;0,661 €;0,220 €;9%;0,792 €;0,264 €;0,633 €;0,211 €;20%;PROMO 20% ADICIONAL;CRISTAL RENEW;STRATEGIC
503839;3086123681453;CRISTAL RENEW REF BLACK PK3 EU;3;10;10;1,16;25%;5%;0,827 €;0,276 €;0,661 €;0,220 €;9%;0,792 €;0,264 €;0,633 €;0,211 €;20%;PROMO 20% ADICIONAL;CRISTAL RENEW;STRATEGIC
8932392;3086123256644;ECO RND STIC BLK BX60 PC INT;60;9;1;13,02;25%;5%;9,277 €;0,155 €;;;9%;8,886 €;0,148 €;;;;;;STRATEGIC
8932393;3086123256644;ECO RND STIC BLK BX60 PC INT;60;9;1;13,02;25%;5%;9,277 €;0,155 €;;;9%;8,886 €;0,148 €;;;;;;STRATEGIC
8932403;3086123256651;ECO RND STIC BLU BX60 PC INT;60;9;1;13,02;25%;5%;9,277 €;0,155 €;;;9%;8,886 €;0,148 €;;;;;;STRATEGIC
8806871;3086123175884;ECO CLIC STIC BLACK BOX50 EU;50;18;1;27,88;25%;5%;19,865 €;0,397 €;;;9%;19,028 €;0,381 €;;;;;;STRATEGIC
8806891;3086123175907;ECO CLIC STIC BLUE BOX50 EU;50;18;1;27,88;25%;5%;19,865 €;0,397 €;;;9%;19,028 €;0,381 €;;;;;;STRATEGIC
524088;3086123763180;4C SMOOTH BL1 GRADIENT EU;1;10;10;5,70;25%;5%;4,061 €;4,061 €;;;9%;3,890 €;3,890 €;;;;;;STRATEGIC
524091;3086123763210;4C SMOOTH B12 GRAD BLU BCL EU;12;18;1;46,66;25%;5%;33,245 €;2,770 €;19,947 €;1,662 €;9%;31,845 €;2,654 €;19,107 €;1,592 €;40%;PROMO 40% ADCIONAL;CAJA 4C SMOOTH GRADIENT;STRATEGIC
524092;3086123763227;4C SMOOTH B12 GRAD TEAL BCL EU;12;18;1;46,66;25%;5%;33,245 €;2,770 €;19,947 €;1,662 €;9%;31,845 €;2,654 €;19,107 €;1,592 €;40%;PROMO 40% ADCIONAL;CAJA 4C SMOOTH GRADIENT;STRATEGIC
524093;3086123763234;4CSMOTH TUBO30 GRD AST BCL EU;30;1;1;116,65;25%;5%;83,113 €;2,770 €;49,868 €;1,662 €;9%;79,614 €;2,654 €;47,768 €;1,592 €;40%;;;STRATEGIC
524094;3086123763241;4C SMOOTH BL1 DROP EU;1;10;10;4,28;25%;5%;3,050 €;3,050 €;;;9%;2,921 €;2,921 €;;;;;;STRATEGIC
524095;3086123763258;4C SMOOTH B12 DROP BCL EU;12;18;1;35,00;25%;5%;24,938 €;2,078 €;17,456 €;1,455 €;9%;23,888 €;1,991 €;16,721 €;1,393 €;30%;PROMO 30% ADICIONAL;CAJA 4C SMOOTH DROP;STRATEGIC
524096;3086123763265;4C SMOOTH TUBO30 DROP BCL EU;30;1;1;87,49;25%;5%;62,337 €;2,078 €;43,636 €;1,455 €;9%;59,712 €;1,990 €;41,798 €;1,393 €;30%;PROMO 30% ADICIONAL;EXPOSITOR 4C SMOOTH DROP;STRATEGIC
802077;3086121601613;4 COLOR MEDIUM BL.1 AST EU;1;20;20;2,89;25%;5%;2,059 €;2,059 €;;;9%;1,972 €;1,972 €;;;;;;STRATEGIC
811286;3086123297692;4C STD + 4C PRO BL2+1 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
811909;3086123008946;4 COLORS BL2+1 FREE EU;3;20;20;5,78;25%;5%;4,118 €;1,373 €;;;9%;3,945 €;1,315 €;;;;;;STRATEGIC
897785;3086123291348;4 COLOURS PRO BL1 EU;1;20;20;2,82;25%;5%;2,009 €;2,009 €;;;9%;1,925 €;1,925 €;;;;;;STRATEGIC
982866;3086123233829;4C MEDIUM B12 BCL EU;12;35;1;24,71;25%;5%;17,606 €;1,467 €;12,676 €;1,056 €;9%;16,865 €;1,405 €;12,142 €;1,012 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
982869;3086123307544;4C PRO B12 BCL EU;12;35;1;24,71;25%;5%;17,606 €;1,467 €;12,676 €;1,056 €;9%;16,865 €;1,405 €;12,142 €;1,012 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
982872;3086123657113;4C MEDIUM BLACK/WHITE BL1 EU;1;20;20;2,89;25%;5%;2,059 €;2,059 €;;;9%;1,972 €;1,972 €;;;;;;STRATEGIC
802078;3086120100735;4 COLOR FINE BLISTER 1 AST INT;1;20;20;3,11;25%;5%;2,216 €;2,216 €;;;9%;2,123 €;2,123 €;;;;;;STRATEGIC
982867;3086123233843;4C FINE B12 BCL EU;12;35;1;24,72;25%;5%;17,613 €;1,468 €;12,681 €;1,057 €;9%;16,871 €;1,406 €;12,147 €;1,012 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
512884;3086123721746;ST 4C MED + IRI BL3 FS 23 FR;3;20;20;6,22;25%;5%;4,432 €;1,477 €;;;9%;4,245 €;1,415 €;;;;;;STRATEGIC
512885;3086123721753;ST BL VELVET+MED+WOOD 23 FR;3;20;20;12,75;25%;5%;9,084 €;3,028 €;;;9%;8,702 €;2,901 €;;;;;;STRATEGIC
942886;3086123454477;SOFT FEEL CLIC AST BL8 EU;8;20;20;8,83;25%;5%;6,291 €;0,786 €;;;9%;6,026 €;0,753 €;;;;;;STRATEGIC
946031;3086123477155;4C FINE SHINE MED BL3 FS FR;3;20;20;7,32;25%;5%;5,216 €;1,739 €;;;9%;4,996 €;1,665 €;;;;;;STRATEGIC
964331;3086123533264;ST BL 4C MEDIUM+4C MULTI 19 FR;2;20;20;8,25;25%;5%;5,878 €;2,939 €;;;9%;5,631 €;2,815 €;;;;;;STRATEGIC
968469;3086123546141;4C MED+VELV BL2FS 19 EU;2;20;20;8,08;25%;5%;5,757 €;2,879 €;;;9%;5,515 €;2,757 €;;;;;;STRATEGIC
987811;3086123570320;4C 10COLOURS BL3 SH+SUN+FUN EU;3;20;20;10,32;25%;5%;7,353 €;2,451 €;;;9%;7,043 €;2,348 €;;;;;;STRATEGIC
992580;3086123593916;4C PARTY P3 OUT20 EU;3;20;20;12,44;25%;5%;8,864 €;2,955 €;;;9%;8,490 €;2,830 €;;;;;;STRATEGIC
999846;3086123636934;ST PASTEL 4C BL3 UK;3;10;10;9,88;25%;5%;7,040 €;2,347 €;;;9%;6,743 €;2,248 €;;;;;;STRATEGIC
8970301;3086123285361;MEGA 4 COLOURS CASE 2015 EU;6;20;20;21,71;25%;5%;15,468 €;2,578 €;;;9%;14,817 €;2,470 €;;;;;;STRATEGIC
9122741;3086123331679;4C BL2+1 MEDIUM + FUN FS EU;3;20;20;6,19;25%;5%;4,410 €;1,470 €;;;9%;4,225 €;1,408 €;;;;;;STRATEGIC
9457931;3086123475168;ST MEGATUBO DECOR X6 19 FR;6;20;1;;25%;5%;0,000 €;0,000 €;;;9%;0,000 €;0,000 €;;;;;;STRATEGIC
519027;3086123748125;ST COFFRET VELOURSPASTEL 23 FR;2;20;20;8,98;25%;5%;6,398 €;3,199 €;;;9%;6,129 €;3,064 €;;;;;;STRATEGIC
968508;3086123546530;ST BL2 4C SHINE + VELOUR 19 FR;2;20;20;8,68;25%;5%;6,185 €;3,092 €;;;9%;5,924 €;2,962 €;;;;;;STRATEGIC
962602;3086123525849;ST 4 COLOURS BL6 EU;6;10;10;18,98;25%;5%;13,523 €;2,254 €;;;9%;12,954 €;2,159 €;;;;;;STRATEGIC
5088391;3086123702967;4C CDISP EU 216 22 SP;366;1;1;503,37;25%;5%;358,651 €;0,980 €;258,229 €;0,706 €;9%;343,550 €;0,939 €;247,356 €;0,676 €;28%;3 CAJAS CRISTAL AZUL REGALO;EXPOSITOR FAMILIA 4 COLORES;STRATEGIC
942103;3086123449541;4C MULTIFUNCTION BL1+LEADS EU;13;20;20;5,38;25%;5%;3,833 €;0,295 €;;;9%;3,672 €;0,282 €;;;;;;STRATEGIC
9471311;3086123481886;4COLOURS TRAD CDISP 22 SP;148;1;1;111,08;25%;5%;79,145 €;0,535 €;;;9%;75,812 €;0,512 €;;;;;;STRATEGIC
503815;3086123681217;4C FUN PURPLE B12 BCL EU;12;35;1;24,36;25%;5%;17,357 €;1,446 €;12,497 €;1,041 €;9%;16,626 €;1,385 €;11,971 €;0,998 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
887776;3086123219120;4 COLOURS FASHION BL1 EU;1;20;20;3,11;25%;5%;2,216 €;2,216 €;;;9%;2,123 €;2,123 €;;;;;;STRATEGIC
889609;3086123232006;4 COLOURS FASHION DSP40 BCL EU;40;1;1;80,81;25%;5%;57,577 €;1,439 €;41,456 €;1,036 €;9%;55,153 €;1,379 €;39,710 €;0,993 €;28%;PROMO 28% ADICIONAL;EXPOSITOR 4C. FUN;STRATEGIC
982870;3086123219137;4C FUN LIGHT BLUE B12 BCL EU;12;35;1;24,36;25%;5%;17,357 €;1,446 €;12,497 €;1,041 €;9%;16,626 €;1,385 €;11,971 €;0,998 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
8871292;3086123214675;4C GRIP MEDIUM BL1 OUT20 EU;1;20;20;4,12;25%;5%;2,936 €;2,936 €;;;9%;2,812 €;2,812 €;;;;;;STRATEGIC
526282;3086123214743;4 COLOURS GRIP MED BX12 BCL EU;12;30;1;28,63;25%;5%;20,399 €;1,700 €;14,687 €;1,224 €;9%;19,540 €;1,628 €;14,069 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
8871361;3086123214743;4 COLOURS GRIP MED BX12 BCL EU;12;18;1;28,63;25%;5%;20,399 €;1,700 €;;;9%;19,540 €;1,628 €;;;;;;STRATEGIC
8899301;3086123233430;4 COLOURS GRIP BL2+1 EU;3;20;20;8,30;25%;5%;5,914 €;1,971 €;;;9%;5,665 €;1,888 €;;;;;;STRATEGIC
526283;3086123249950;4 COLOURS GRIP PRO BCL B12 EU;12;30;1;28,63;25%;5%;20,399 €;1,700 €;14,687 €;1,224 €;9%;19,540 €;1,628 €;14,069 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
8922931;3086123249950;4 COLOURS GRIP PRO BCL B12 EU;12;18;1;28,63;25%;5%;20,399 €;1,700 €;;;9%;19,540 €;1,628 €;;;;;;STRATEGIC
526294;3086123249929;4 COLOUR GRIP FASH BCL BX12 EU;12;30;1;28,63;25%;5%;20,399 €;1,700 €;14,687 €;1,224 €;9%;19,540 €;1,628 €;14,069 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
8922901;3086123249929;4 COLOUR GRIP FASH BCL BX12 EU;12;18;1;28,63;25%;5%;20,399 €;1,700 €;;;9%;19,540 €;1,628 €;;;;;;STRATEGIC
8922912;3086123249936;4 COLOURS GRIP FASHION BL1 EU;1;20;20;4,12;25%;5%;2,936 €;2,936 €;;;9%;2,812 €;2,812 €;;;;;;STRATEGIC
895956;3086123277403;4 COLOURS MINI BL1 EU;1;20;20;3,31;25%;5%;2,358 €;2,358 €;;;9%;2,259 €;2,259 €;;;;;;STRATEGIC
526279;3086123277427;4 COLOURS MINI BOX12 BCL EU;12;45;1;26,53;25%;5%;18,903 €;1,575 €;13,610 €;1,134 €;9%;18,107 €;1,509 €;13,037 €;1,086 €;28%;;;STRATEGIC
895958;3086123277427;4 COLOURS MINI BOX12 BCL EU;12;20;1;26,53;25%;5%;18,903 €;1,575 €;;;9%;18,107 €;1,509 €;;;;;;STRATEGIC
504894;3086123651739;4C SHINE PINK GOLD B12 BCL EU;12;35;1;28,62;25%;5%;20,392 €;1,699 €;14,682 €;1,224 €;9%;19,533 €;1,628 €;14,064 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
902126;3086123307513;4 COLOURS SHINE BL1 EU;1;20;20;3,85;25%;5%;2,743 €;2,743 €;;;9%;2,628 €;2,628 €;;;;;;STRATEGIC
9394291;3086123307520;4 COLOURS SHINE BL3 OC10 EU;3;10;10;8,48;25%;5%;6,042 €;2,014 €;;;9%;5,788 €;1,929 €;;;;;;STRATEGIC
902127;3086123307520;4 COLOURS SHINE AST BL2+1 EU;3;20;20;7,83;25%;5%;5,579 €;1,860 €;;;9%;5,344 €;1,781 €;;;;;;STRATEGIC
9122751;3086123331686;4C SHINE AST BL3 FS 18 EU;3;20;20;7,83;25%;5%;5,579 €;1,860 €;;;9%;5,344 €;1,781 €;;;;;;STRATEGIC
902128;3086123307537;4 COLOURS SHINE CDISP20 BCL EU;20;1;1;47,71;25%;5%;33,993 €;1,700 €;24,475 €;1,224 €;9%;32,562 €;1,628 €;23,445 €;1,172 €;28%;PROMO 28% ADICIONAL;EXPOSITOR 4C. SHINE;STRATEGIC
935657;3086123425088;4 COLOR SHINE BCL TUBO40 16 EU;40;1;1;95,42;25%;5%;67,987 €;1,700 €;;;9%;65,124 €;1,628 €;;;;;;STRATEGIC
951733;3086123651715;4C GOLD+SHINE+ROSEGOLD BL3 EU;3;10;10;10,40;25%;5%;7,410 €;2,470 €;;;9%;7,098 €;2,366 €;;;;;;STRATEGIC
951736;3086123651722;ST 4C ROSE GOLD BCL TUBO20 EU;20;1;1;47,71;25%;5%;33,993 €;1,700 €;;;9%;32,562 €;1,628 €;;;;;;STRATEGIC
953022;3086123509290;4 COL SHINE XMAS BL3 FS 18 FR;3;20;20;8,65;25%;5%;6,163 €;2,054 €;;;9%;5,904 €;1,968 €;;;;;;STRATEGIC
964775;3086123537637;4C SHINE AST BCL B12 EU;12;18;1;28,62;25%;5%;20,392 €;1,699 €;14,682 €;1,224 €;9%;19,533 €;1,628 €;14,064 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
982873;3086123343979;4C SHINE SILVER B12 BCL EU;12;35;1;28,62;25%;5%;20,392 €;1,699 €;14,682 €;1,224 €;9%;19,533 €;1,628 €;14,064 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
982874;3086123494893;4C SHINE BLUE B12 BCL EU;12;35;1;28,62;25%;5%;20,392 €;1,699 €;14,682 €;1,224 €;9%;19,533 €;1,628 €;14,064 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
982875;3086123502918;4C SHINE PINK B12 BCL EU;12;35;1;28,62;25%;5%;20,392 €;1,699 €;14,682 €;1,224 €;9%;19,533 €;1,628 €;14,064 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
982876;3086123502901;4C SHINE PURPLE B12 BCL EU;12;35;1;28,62;25%;5%;20,392 €;1,699 €;14,682 €;1,224 €;9%;19,533 €;1,628 €;14,064 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
